Name,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Thousand Arms,1998,0.06,0.04,0,0.01,0.12
Arctic Thunder,2001,0.09,0.02,0,0,0.12
Barnyard,2006,0.09,0.02,0,0,0.12
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,2013,0.09,0.01,0,0.01,0.12
Stolen Song,1998,0,0,0.11,0.01,0.12
Armored Core: Verdict Day,2013,0,0,0.12,0,0.12
Yattaman DS: BikkuriDokkiri Daisakusen da Koron,2008,0,0,0.12,0,0.12
Madden NFL 17,2016,0.07,0.02,0,0.02,0.12
Harvey Birdman: Attorney at Law,2008,0.06,0.04,0,0.01,0.12
My Chinese Coach,2008,0.1,0.01,0,0.01,0.12
Lost in Shadow,2010,0.09,0,0.01,0.01,0.12
DEATH NOTE: Kira Game,2007,0,0,0.12,0,0.12
Legend of the Guardians: The Owls of Ga'Hoole,2010,0.1,0.01,0,0.01,0.12
Sengoku Cyber: Fujimaru Jigokuhen,1995,0,0,0.11,0.01,0.12
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,2007,0,0,0.12,0,0.12
ASH: Archaic Sealed Heat,2007,0,0,0.12,0,0.12
DreamWorks Super Star Kartz,2011,0.06,0.03,0,0.02,0.12
Dorabase 2: Nettou Ultra Stadium,2009,0,0,0.12,0,0.12
Where the Wild Things Are,2009,0.11,0,0,0.01,0.12
Center Ring Boxing,1994,0,0,0.12,0,0.12
NHL 2K3,2002,0.09,0.02,0,0,0.12
Die Hard: Vendetta,2002,0.09,0.02,0,0,0.12
F1 2002,2002,0.05,0.04,0.02,0.01,0.12
Every Extend Extra,2006,0.1,0,0,0.01,0.12
FIFA Soccer,2005,0.11,0,0,0.01,0.12
Cabela's North American Adventures,2010,0.11,0,0,0.01,0.12
Darkspore,2011,0.07,0.03,0,0.01,0.12
Self-Defense Training Camp,2011,0.08,0.03,0,0.01,0.12
Sphinx and the Cursed Mummy,2003,0.09,0.02,0,0,0.12
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2010,0.08,0.03,0,0.01,0.12
Dynasty Warriors 8: Xtreme Legends,2013,0.03,0.02,0.05,0.02,0.12
GT Advance 2: Rally Racing,2001,0.08,0.03,0,0,0.11
Yakuza,2012,0,0,0.11,0,0.11
Karaoke Revolution Presents American Idol Encore 2,2008,0.11,0,0,0.01,0.11
Deception IV: Blood Ties,2014,0.03,0.02,0.06,0.01,0.11
DOA 2: Dead or Alive 2 Hardcore,2000,0,0,0.11,0,0.11
Tenchu: Shadow Assassins,2009,0.03,0.02,0.05,0.01,0.11
Fuse (Insomniac),2013,0.06,0.04,0,0.02,0.11
Cabela's Deer Hunt 2005 Season,2004,0.09,0.02,0,0,0.11
SplashDown,2002,0.09,0.02,0,0,0.11
18 Wheels of Steel: Extreme Trucker 2,2011,0.08,0.02,0,0.01,0.11
Nobunaga no Yabou: Tenshoki,1995,0,0,0.11,0,0.11
F1 Racing Championship,2000,0.06,0.04,0,0.01,0.11
Dead Man's Hand,2004,0.09,0.02,0,0,0.11
Smash Cars,2003,0.06,0.04,0,0.01,0.11
NASCAR 07,2006,0.06,0.04,0,0.01,0.11
Merv Griffin's Crosswords,2008,0.11,0,0,0.01,0.11
Tecmo Bowl: Kickoff,2008,0.11,0,0,0.01,0.11
Lost Horizon,2010,0,0.1,0,0.02,0.11
SingStar Latino,2009,0.11,0,0,0.01,0.11
NFL Tour,2008,0.1,0.01,0,0.01,0.11
Minute to Win It,2010,0.11,0,0,0.01,0.11
Rugby 15,2015,0.04,0.06,0,0.02,0.11
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005,0,0,0.11,0,0.11
Melty Blood: Act Cadenza,2006,0,0,0.11,0,0.11
Dokapon Kingdom,2007,0.05,0.04,0.02,0.01,0.11
ToeJam & Earl III: Mission to Earth,2002,0.09,0.02,0,0,0.11
Puzzle Quest 2,2010,0.1,0,0,0.01,0.11
Phantasy Star Collection,2002,0.08,0.03,0,0,0.11
Doukoku Shoshite...,1998,0,0,0.11,0,0.11
LEGO Knights' Kingdom,2004,0.08,0.03,0,0,0.11
Final Fantasy III,2012,0,0,0.11,0,0.11
Taiko Drum Master: Tokumori!,2014,0,0,0.11,0,0.11
Disney Art Academy,2016,0.02,0.01,0.08,0,0.11
A Witch's Tale,2009,0.08,0,0.03,0.01,0.11
MySims SkyHeroes,2010,0.08,0.02,0,0.01,0.11
Persona 5,2016,0,0,0.11,0,0.11
Hyperdimension Neptunia U: Action Unleashed,2014,0.03,0.01,0.06,0.01,0.11
Retro Game Challenge,2007,0,0,0.11,0,0.11
NBA Jam 2002,2002,0.08,0.03,0,0,0.11
Yogi Bear: The Video Game,2010,0.06,0.05,0,0.01,0.11
Shining Force NEO,2005,0.06,0.04,0,0.01,0.11
Pocket Soccer League: Calciobit,2012,0,0,0.11,0,0.11
Army Men: Sarge's War,2004,0.09,0.02,0,0,0.11
Primal Rage,1994,0.06,0.04,0,0.01,0.11
FIFA Street 2,2006,0.09,0.02,0,0,0.11
Heart Catch PreCure! Oshare Collection,2010,0,0,0.11,0,0.11
Fantastic Four: Rise of the Silver Surfer,2007,0.1,0.01,0,0.01,0.11
Monster Madness: Battle for Suburbia,2007,0.1,0,0,0.01,0.11
Taito Legends,2005,0.06,0.04,0,0.01,0.11
Mechanic Master,2008,0.1,0,0,0.01,0.11
Tom Clancy's EndWar,2008,0.1,0.01,0,0.01,0.11
Tom Clancy's Rainbow Six: Rogue Spear,2002,0.08,0.03,0,0,0.11
Pac 'n Roll,2005,0.09,0,0.02,0.01,0.11
Animal Genius,2007,0.1,0,0,0.01,0.11
BoomBots,1999,0.06,0.04,0,0.01,0.11
NFL Head Coach 09,2008,0.11,0,0,0.01,0.11
Star Trek: Conquest,N/A,0.06,0.04,0,0.01,0.11
Blood Drive,2010,0.09,0.01,0,0.01,0.11
World Championship Rugby,2004,0.06,0.04,0,0.01,0.11
The Price is Right: Decades,2011,0.11,0,0,0.01,0.11
Phantom Dust,2004,0.08,0.02,0,0,0.11
Vacation Isle: Beach Party,2010,0.08,0.02,0,0.01,0.11
The Walking Dead: Survival Instinct,2013,0.08,0.03,0,0.01,0.11
Shinseiki Evangelion: Koutetsu no Girlfriend,1998,0,0,0.11,0.01,0.11
Shin Sangoku Musou: Multi Raid 2,2010,0,0,0.11,0,0.11
Growlanser Generations,2003,0.06,0.04,0,0.01,0.11
Puyo Puyo Tetris,2014,0,0,0.11,0,0.11
Mega Man Battle Chip Challenge,2003,0.08,0.03,0,0,0.11
Fatal Frame: Maiden of Black Water,2014,0,0.03,0.08,0,0.11
Prince of Persia: Rival Swords,2007,0.08,0.02,0,0.01,0.11
Samurai Warriors 4-II,2015,0,0,0.11,0,0.11
Tom Clancy's Splinter Cell Trilogy,2011,0,0.09,0,0.02,0.11
The Lord of the Rings: Aragorn's Quest,2010,0.09,0.02,0,0.01,0.11
Cold Winter,2005,0.06,0.04,0,0.01,0.11
Ring of Red,2000,0.06,0.04,0,0.01,0.11
International Track & Field 2000,1999,0.06,0.04,0,0.01,0.11
Stubbs the Zombie in Rebel Without a Pulse,2005,0.08,0.02,0,0,0.11
Batman: Dark Tomorrow,2003,0.08,0.02,0,0,0.11
Girl Time,2009,0.11,0,0,0.01,0.11
Ping Pals,2004,0.1,0,0,0.01,0.11
MLB 13: The Show,2013,0.1,0,0,0.02,0.11
Mystery P.I. - Portrait of a Thief,2008,0.1,0,0,0.01,0.11
18 Wheeler: American Pro Trucker,2002,0.09,0.02,0,0,0.11
Naruto Ultimate Collection,2008,0.06,0.04,0,0.01,0.11
The King of Fighters '99,2000,0,0,0.11,0.01,0.11
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,2015,0,0,0.11,0,0.11
Mass Destruction,1997,0.06,0.04,0,0.01,0.11
Shinseiki Evangelion: Koutetsu no Girlfriend,1998,0,0,0.11,0,0.11
Split/Second,2010,0.08,0.02,0,0.02,0.11
Warhammer: Battle March,2008,0.09,0.02,0,0.01,0.11
Batman: Rise of Sin Tzu,2003,0.08,0.02,0,0,0.11
The King of Fighters XII,2009,0.09,0,0.01,0.01,0.11
Super Swing Golf Season 2,2007,0.08,0,0.03,0.01,0.11
Garfield's Fun Fest,2008,0.07,0.03,0,0.01,0.11
Queen's Blade: Spiral Chaos,2009,0,0,0.11,0,0.11
Desktop Tower Defense,2009,0.1,0,0,0.01,0.11
Jikkyou Powerful Pro Yakyuu '95,1994,0,0,0.11,0.01,0.11
Spy vs Spy,2005,0.08,0.02,0,0,0.11
Coraline,2009,0.06,0.04,0,0.01,0.11
Sega Touring Car Championship,1996,0,0,0.11,0,0.11
Cold Fear,2005,0.06,0.04,0,0.01,0.11
Zangeki no Reginleiv,2010,0,0,0.11,0,0.11
Zubo,2008,0.08,0.02,0,0.01,0.11
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,2006,0,0,0.11,0,0.11
My SAT Coach with The Princeton Review,2008,0.1,0,0,0.01,0.11
NHL Hitz 20-03,2002,0.08,0.02,0,0,0.11
Murakumo: Renegade Mech Pursuit,2002,0.04,0.01,0.06,0,0.11
The Hardy Boys: Treasure on the Tracks,2009,0.1,0,0,0.01,0.11
Gun Metal,2002,0.08,0.02,0,0,0.11
Funky Barn,2012,0.07,0.03,0,0.01,0.11
Transformer: Rise of the Dark Spark,2014,0.04,0.04,0.01,0.02,0.11
Cory in the House,2007,0.1,0,0,0.01,0.11
Pro Yaky? Spirits 5,2008,0,0,0.11,0,0.11
BloodRayne,2002,0.09,0.02,0,0,0.11
MotoGP 14 ,2014,0.05,0.05,0,0.02,0.11
Metal Slug 4 & 5,2005,0.05,0.04,0,0.01,0.11
ECW Anarchy Rulz,1999,0.06,0.04,0,0.01,0.11
InuYasha: A Feudal Fairy Tale,2002,0,0,0.1,0.01,0.11
Where the Wild Things Are,2009,0.1,0,0,0.01,0.11
Toukiden 2,2016,0,0,0.11,0,0.11
TMNT,2007,0.1,0,0,0.01,0.11
J-League Winning Eleven 9: Asia Championship,2005,0,0,0.11,0,0.11
Sabrina The Teenage Witch: Potion Commotion,2002,0.08,0.03,0,0,0.11
Happy Feet Two,2011,0.08,0.02,0,0.01,0.11
Transformer: Rise of the Dark Spark,2014,0.07,0.03,0,0.01,0.11
Pocket Pets,2007,0.1,0,0,0.01,0.11
Pac-Man Pinball Advance,2005,0.08,0.03,0,0,0.11
Yu Yu Hakusho: Tournament Tactics,2004,0.08,0.03,0,0,0.11
Home Run King,2002,0.09,0.02,0,0,0.11
To Heart 2: Dungeon Travelers,2011,0,0,0.11,0,0.11
WWE All Stars,2011,0.05,0.04,0,0.01,0.11
MLB Power Pros,2007,0,0,0.11,0,0.11
Dementium II,2010,0.09,0.01,0,0.01,0.11
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,1995,0,0,0.11,0,0.11
GoldenEye: Rogue Agent,2005,0.1,0,0,0.01,0.11
Kousoku Card Battle: Card Hero,2007,0,0,0.11,0,0.11
BlazBlue: Calamity Trigger Portable,2010,0.07,0.01,0.03,0.01,0.11
AirForce Delta Strike,2004,0.05,0.04,0,0.01,0.11
Tokimeki Memorial: Girl's Side 2nd Season,2008,0,0,0.11,0,0.11
Disney's Peter Pan: Return to Never Land,2002,0.08,0.03,0,0,0.11
Pimp My Ride,2008,0.1,0,0,0.01,0.11
The Fairly Odd Parents: Breakin Da Rules,2003,0.08,0.02,0,0,0.11
Capcom vs. SNK 2 EO,2002,0.09,0.02,0,0,0.11
Hot Wheels Velocity X,2002,0.09,0.02,0,0,0.11
Open Season,2006,0.1,0,0,0.01,0.11
Akiba's Trip: Undead & Undressed,2013,0.05,0.01,0.04,0.01,0.11
de Blob 2,2011,0.08,0.02,0,0.01,0.11
Call of Juarez: The Cartel,2011,0.05,0.05,0,0.01,0.11
Fabulous Finds,2009,0.1,0,0,0.01,0.11
Let's Play Garden,2010,0.1,0,0,0.01,0.11
EA Replay,2006,0.1,0,0,0.01,0.11
Contra Advance: The Alien Wars EX,2002,0.08,0.03,0,0,0.11
Jake Hunter Detective Story: Memories of the Past,2007,0.06,0,0.05,0,0.11
Escape The Museum,2009,0.1,0.01,0,0.01,0.11
LEGO Ninjago: Shadow of Ronin,2015,0.01,0.08,0,0.02,0.11
Space Chimps,2008,0.1,0,0,0.01,0.11
FIFA Soccer 06,2005,0.1,0,0,0.01,0.11
JASF: Jane's Advanced Strike Fighters,2011,0.07,0.03,0,0.01,0.11
The History Channel: Battle for the Pacific,2007,0.1,0,0,0.01,0.11
Army Men: RTS,2002,0.05,0.04,0,0.01,0.11
Mobile Suit Gundam: MS Sensen 0079,2007,0,0,0.11,0,0.11
Digimon Story: Cyber Sleuth,2016,0,0.1,0,0.02,0.11
Cloudy With a Chance of Meatballs,2009,0.1,0,0,0.01,0.11
The Settlers,2007,0.1,0,0,0.01,0.11
Stronghold,2001,0,0.09,0,0.02,0.11
NCIS 3D,2011,0.06,0.04,0,0.01,0.11
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011,0,0,0.11,0,0.11
Ridge Racer Unbounded,2012,0.05,0.05,0,0.01,0.11
Family Game Night 4: The Game Show,2011,0.08,0.02,0,0.01,0.11
Mortal Kombat: Deception,2005,0.09,0.02,0,0,0.11
ESPN NHL Hockey,2003,0.08,0.02,0,0,0.11
Monster Lab,2008,0.05,0.04,0,0.01,0.11
Yard Sale Hidden Treasures: Sunnyville,2010,0.1,0,0,0.01,0.11
John Daly's ProStroke Golf,2010,0.09,0.01,0,0.01,0.11
XXX,2002,0.08,0.03,0,0,0.11
Maximum Force,1997,0.06,0.04,0,0.01,0.11
Get Up and Dance,2011,0.06,0.04,0,0.01,0.11
Truth or Lies,2010,0.07,0.03,0,0.01,0.11
Worms Forts: Under Siege,2004,0.05,0.04,0,0.01,0.11
Guitar Rock Tour,2007,0.1,0,0,0.01,0.11
Puzzler World 2,2010,0.02,0.07,0,0.02,0.11
Project: Snowblind,2005,0.08,0.02,0,0,0.11
Astro Boy: The Video Game,2009,0.05,0.04,0,0.01,0.11
Gabrielle's Ghostly Groove 3D,2011,0.08,0.02,0,0.01,0.11
Surf's Up,2007,0.02,0.06,0,0.03,0.11
Brave Story: New Traveler (US sales),2006,0.11,0,0,0,0.11
Cake Mania,2007,0.09,0.01,0,0.01,0.11
Disney's Extreme Skate Adventure,2003,0.08,0.02,0,0,0.11
Tales of Phantasia (PS1 & PSP Versions),2006,0,0,0.11,0,0.11
Kouchuu Ouja Mushi King: Super Collection,2007,0,0,0.11,0,0.11
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,2003,0.09,0.02,0,0,0.11
Nickelodeon Dance,2011,0.08,0.02,0,0.01,0.11
Pac-Man World 2,2005,0.08,0.03,0,0,0.11
Odama,2006,0.07,0.02,0.02,0,0.11
PriPara Mezase! Idol Grand Prix No.1!,2015,0,0,0.11,0,0.11
Karaoke Revolution Presents American Idol Encore,2008,0.1,0,0,0.01,0.11
Mobile Light Force 2,2002,0.05,0.04,0,0.01,0.11
Naval Ops: Warship Gunner,2003,0.05,0.04,0,0.01,0.11
Soma Bringer,2008,0,0,0.11,0,0.11
Paws & Claws Pet Vet: Australian Adventures,2009,0.1,0,0,0.01,0.11
Shin Sangoku Musou 6 Special,2011,0,0,0.11,0,0.11
Go! Sudoku (JP sales),2005,0,0,0.11,0,0.11
Bionicle Heroes,2006,0.08,0.02,0,0,0.11
The King of Fighters 2000/2001,2003,0.05,0.04,0,0.01,0.11
Valkyrie Drive: Bhikkhuni,2015,0,0.03,0.07,0.01,0.11
Top Gear Rally 2,1999,0.09,0.02,0,0,0.11
Chopper Attack,1997,0.09,0.02,0,0,0.11
Vigilante 8: 2nd Offense,2000,0.09,0.02,0,0,0.11
Fighting Force 64,1999,0.09,0.02,0,0,0.11
Lunacy,1996,0,0,0.11,0,0.11
Snowboard Kids 2,1999,0.09,0.02,0,0,0.11
Batman & Robin,1998,0.06,0.04,0,0.01,0.11
Tonic Trouble,1999,0.09,0.02,0,0,0.11
Nuclear Strike 64,1999,0.09,0.02,0,0,0.11
Chameleon Twist,1997,0.09,0.02,0,0,0.11
DualPenSports,2011,0.05,0.05,0,0.01,0.11
Grease,2010,0.1,0,0,0.01,0.11
The King of Fighters Collection: The Orochi Saga,2008,0.1,0,0,0.01,0.11
The Spiderwick Chronicles,2008,0.09,0.01,0,0.01,0.11
Bodycount,2011,0.05,0.05,0,0.02,0.11
Street Fighter Collection,1996,0,0,0.11,0,0.11
Ninja Assault,2002,0.05,0.04,0,0.01,0.11
Samurai Warriors 4,2014,0,0,0.11,0,0.11
Winter Stars,2011,0.05,0.05,0,0.01,0.11
Hasbro Family Game Night Fun Pack,2011,0.1,0,0,0.01,0.11
Planet 51,2009,0.07,0.03,0,0.01,0.11
GunGriffon Blaze,2000,0.05,0.04,0,0.01,0.11
Frontier Gate,2011,0,0,0.11,0,0.11
Higurashi no Naku Koro ni Matsuri,2007,0,0,0.11,0,0.11
Army Men: Soldiers of Misfortune,2008,0.1,0,0,0.01,0.11
Top Angler: Real Bass Fishing,2002,0.05,0.04,0,0.01,0.11
Eragon,2006,0.1,0,0,0.01,0.11
Breakout,1999,0.06,0.04,0,0.01,0.11
AKB48+Me,2012,0,0,0.11,0,0.11
Alias,2004,0.05,0.04,0,0.01,0.11
Sakura Taisen Hanagumi Tsuushin,1997,0,0,0.11,0,0.11
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,2004,0,0,0.11,0,0.11
Calling,2009,0.06,0.04,0,0.01,0.11
Yomawari,2015,0.02,0.02,0.06,0.01,0.11
Night at the Museum: Battle of the Smithsonian,2009,0.07,0.03,0,0.01,0.11
Pinball Hall of Fame: The Williams Collection,2008,0.09,0.01,0,0.01,0.11
Spyborgs,2009,0.09,0.01,0,0.01,0.11
ESA Game Pack,2010,0.1,0,0,0.01,0.11
Outlaw Golf: Nine Holes of Christmas,2002,0.08,0.02,0,0,0.11
Invizimals: The Lost Tribes,2011,0,0.08,0,0.03,0.11
NHL Rivals 2004,2003,0.08,0.02,0,0,0.11
Bodycount,2011,0.07,0.03,0,0.01,0.11
X-Men: Next Dimension,2002,0.08,0.02,0,0,0.11
Tyco RC: Assault with a Battery,1999,0.06,0.04,0,0.01,0.11
Felony 11-79,1997,0.06,0.04,0,0.01,0.11
Machinarium,2009,0,0.09,0,0.02,0.11
Avatar: The Last Airbender,2006,0.1,0,0,0.01,0.11
Death Jr.: Root of Evil,2008,0.1,0,0,0.01,0.11
Classic Road,1993,0,0,0.11,0,0.11
Panzer Dragoon Saga,1997,0,0,0.11,0,0.11
Michael Phelps: Push the Limit,2011,0.09,0.01,0,0.01,0.11
Nicktoons: Unite!,2006,0.1,0,0,0.01,0.11
Lost in Blue,2005,0.07,0.02,0.02,0.01,0.11
Wasteland 2,2015,0.08,0,0.02,0.02,0.11
Smash Court Tennis 3,2007,0.08,0.02,0,0.01,0.11
Batman: Return to Arkham,2016,0.05,0.05,0,0.01,0.11
The Scorpion King: Rise of the Akkadian,2002,0.08,0.02,0,0,0.11
Shining Ark,2013,0,0,0.11,0,0.11
Transformers: Beast Wars Transmetals,2000,0.06,0.04,0,0.01,0.11
GiFTPiA,N/A,0,0,0.11,0,0.11
My Little Sister Can't Be This Cute Portable,2012,0,0,0.11,0,0.11
Backyard NFL Football '10,2009,0.1,0,0,0.01,0.11
Constantine,2005,0.05,0.04,0,0.01,0.11
Charlie and the Chocolate Factory,2005,0.08,0.02,0,0,0.11
Dynasty Tactics 2,2003,0.05,0.04,0,0.01,0.11
Real World Golf,2005,0.05,0.04,0,0.01,0.11
Winter Heat,1996,0,0,0.11,0,0.11
Ty the Tasmanian Tiger 2: Bush Rescue,2004,0.08,0.02,0,0,0.11
Hole in the Wall: Deluxe Edition,2011,0.1,0,0,0.01,0.11
Defender,2002,0.08,0.02,0,0,0.11
Blazblue: Continuum Shift Extend,2011,0.03,0.05,0.02,0.02,0.11
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,2005,0.1,0,0,0.01,0.11
Mushroom Men: Rise of the Fungi,2008,0.1,0,0,0.01,0.11
The Polar Express,2004,0.08,0.02,0,0,0.11
BMX XXX,2002,0.08,0.02,0,0,0.11
ATV: Quad Frenzy,2005,0.1,0,0,0.01,0.11
Touch Detective 2 1/2,2007,0.09,0,0.01,0.01,0.11
Animal Planet: Vet Life,2009,0.1,0,0,0.01,0.11
Frogger: Helmet Chaos,2005,0.1,0,0,0.01,0.11
Picross 3D 2,2015,0,0,0.11,0,0.11
Pimp My Ride,2006,0.1,0,0,0.01,0.11
Lady Sia,2001,0.08,0.03,0,0,0.11
Rock Band: Metal Track Pack,2009,0.05,0.04,0,0.01,0.11
Robotech: Invasion,2004,0.05,0.04,0,0.01,0.11
Vacation Sports,2009,0.09,0.01,0,0.01,0.11
PDC World Championship Darts: Pro Tour,2010,0,0.09,0,0.01,0.11
Hollywood Squares,2010,0.1,0,0,0.01,0.11
Dr. Seuss' The Cat in the Hat,2003,0.08,0.02,0,0,0.11
Irozuki Tingle no Koi no Balloon Trip,2009,0,0,0.11,0,0.11
Silly Bandz: Play The Craze,2010,0.1,0,0,0.01,0.11
RIGS: Mechanized Combat League,2016,0.03,0.05,0.01,0.02,0.11
Final Fantasy I & II,1994,0,0,0.11,0,0.11
Starsky & Hutch,2003,0.08,0.02,0,0,0.11
Hellboy: The Science of Evil,2008,0.1,0,0,0.01,0.11
Langrisser IV,1997,0,0,0.11,0,0.11
ATV Quad Kings,2010,0.1,0,0,0.01,0.11
FoxKids.com Micro Maniacs Racing,2000,0.06,0.04,0,0.01,0.11
Hexen: Beyond Heretic,1997,0.06,0.04,0,0.01,0.11
NBA Live 16,2015,0.09,0.01,0,0.01,0.11
Arcade Party Pak,1999,0.06,0.04,0,0.01,0.11
Deus Ex: Human Revolution,2013,0.05,0.05,0,0.01,0.11
Sonic Generations,2011,0.02,0.07,0,0.02,0.11
Kotoba no Puzzle: Mojipittan Daijiten,2004,0,0,0.11,0,0.11
Yamaha Supercross,2009,0.1,0,0,0.01,0.11
Hitman Trilogy,2007,0.05,0.04,0,0.01,0.11
Dragon Quest & Final Fantasy in Itadaki Street Portable,2006,0,0,0.11,0,0.11
Astro Boy: The Video Game,2009,0.1,0,0,0.01,0.11
Railroad Tycoon II,1999,0.06,0.04,0,0.01,0.11
The Cheetah Girls: Pop Star Sensations,2007,0.1,0,0,0.01,0.11
Kirarin * Revolution: Kira Kira Idol Audition,2006,0,0,0.11,0,0.11
Rock Band: Metal Track Pack,2009,0.1,0,0,0.01,0.11
Ranma 1/2: Akanekodan Teki Hihou,1993,0,0,0.11,0,0.11
Grand Theft Auto: San Andreas,2008,0.08,0.02,0,0.01,0.11
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011,0.07,0.03,0,0.01,0.11
Planet 51,2009,0.07,0.03,0,0.01,0.11
The BIGS,2007,0.1,0,0,0.01,0.11
[Prototype 2],2012,0.07,0.03,0,0.01,0.11
Zombie Army Trilogy,2015,0.05,0.05,0,0.01,0.11
Happy Feet Two,N/A,0.09,0,0,0.01,0.11
Victory Zone,1995,0,0,0.1,0.01,0.11
Cabela's North American Adventures,2010,0.1,0,0,0.01,0.11
Rengoku: The Tower of Purgatory,2005,0.1,0,0,0.01,0.11
Cabela's Adventure Camp,2011,0.06,0.03,0,0.02,0.11
Goal Storm '97,1996,0.01,0,0.09,0.01,0.11
Paws & Claws: Pet Resort,2009,0.1,0,0,0.01,0.11
Bust-A-Move DS,2005,0.08,0.02,0,0.01,0.11
Dynasty Warriors Advance,2005,0.08,0.03,0,0,0.11
God Eater 2: Rage Burst,2015,0,0.01,0.09,0,0.11
Pachi-Slot Aruze Oukoku 3,2000,0,0,0.1,0.01,0.11
Tournament Pool,2009,0.1,0,0,0.01,0.11
Rock Band Track Pack: Classic Rock,2009,0.1,0,0,0.01,0.11
Aqua Aqua,2000,0.05,0.04,0,0.01,0.11
BlazBlue: Continuum Shift II,2011,0.05,0.01,0.04,0.01,0.11
Cats & Dogs: The Revenge of Kitty Galore,2010,0.1,0,0,0.01,0.11
Mega Man Zero 4,2005,0.08,0.03,0,0,0.11
NASCAR '14,2014,0.09,0,0,0.02,0.11
Where the Wild Things Are,2009,0.09,0.01,0,0.01,0.11
Black Bass with Blue Marlin,1999,0.06,0.04,0,0.01,0.11
DJ Max Fever,2009,0.09,0,0,0.01,0.11
Mega Man Battle Network 5: Double Team DS (JP sales),2005,0,0,0.11,0,0.11
Shrek: Forever After,2010,0.1,0,0,0.01,0.11
My Boyfriend,2008,0.1,0,0,0.01,0.11
Utawarerumono: Chiriyukusha e no Komoriuta,2006,0,0,0.11,0,0.11
Dawn of Discovery,2009,0.07,0.03,0,0.01,0.11
Pro Evolution Soccer 2016,2015,0.04,0.06,0,0.01,0.11
Hyper Formation Soccer,1995,0,0,0.1,0.01,0.11
Tiger Woods PGA Tour 06,2005,0.08,0.02,0,0,0.11
Jupiter Strike,1994,0.06,0.04,0,0.01,0.11
Totally Spies! Totally Party,2008,0.09,0.01,0,0.01,0.11
Sudokuro,2007,0.1,0,0,0.01,0.11
ArmA III,2013,0,0.1,0,0.01,0.11
Saigo no Yakusoku no Monogatari,2011,0,0,0.11,0,0.11
Metal Gear Solid Integral,1999,0,0,0.1,0.01,0.11
Tetris Evolution,2007,0.08,0.02,0,0.01,0.11
Green Lantern: Rise of the Manhunters,2011,0.07,0.02,0,0.01,0.11
FIFA World Cup Germany 2006,2006,0.1,0,0,0.01,0.11
Fit in Six,2011,0.1,0,0,0.01,0.11
Reign of Fire,2002,0.08,0.02,0,0,0.11
Naruto Shippuden: Naruto vs. Sasuke,2008,0.07,0,0.03,0,0.11
MLB 14: The Show,2014,0.08,0,0,0.03,0.11
Rogue Warrior,2009,0.09,0.01,0,0.01,0.11
Sniper Elite,2010,0.07,0.02,0,0.01,0.11
Tales of the World: Reve Unitia,2014,0,0,0.11,0,0.11
Sakura Wars,2000,0,0,0.11,0,0.11
Jampack Volume 14 (RP-T),2006,0.05,0.04,0,0.01,0.11
Pro Yakyuu Team o Tsukurou! 2,2009,0,0,0.11,0,0.11
Mace Griffin: Bounty Hunter,2003,0.08,0.02,0,0,0.11
Naruto Shippuden 3D: The New Era,2011,0,0.04,0.06,0.01,0.11
Woody Woodpecker Racing,1999,0.06,0.04,0,0.01,0.11
Martian Gothic: Unification,2001,0.06,0.04,0,0.01,0.11
Final Fantasy XII International Zodiac Job System,2007,0,0,0.11,0,0.11
Fight Club,2004,0.08,0.02,0,0,0.11
WWE 2K17,2016,0.05,0.04,0,0.01,0.11
Carnage Heart,1995,0.01,0.01,0.09,0.01,0.11
Tom Clancy's Splinter Cell: Conviction,2010,0,0.08,0,0.02,0.11
"Grand Theft Auto: Mission Pack #1, London 1969",1998,0.06,0.04,0,0.01,0.11
Kamen Rider: Climax Heroes,2009,0,0,0.11,0,0.11
Robotics;Notes,2012,0,0,0.11,0,0.11
Disney Channel Collection Vol. 1,2004,0.08,0.03,0,0,0.11
Total Immersion Racing,2002,0.05,0.04,0,0.01,0.11
The Hardy Boys: The Hidden Theft,2009,0.07,0.03,0,0.01,0.11
Virtual Hydlide,1995,0,0,0.11,0,0.11
Rango: The Video Game,2011,0.07,0.03,0,0.01,0.11
Warriors Orochi 3,2012,0,0,0.11,0,0.11
Space Invaders,2002,0.08,0.03,0,0,0.11
FlatOut: Ultimate Carnage,2007,0.07,0.02,0,0.01,0.11
Viewtiful Joe: Double Trouble!,2005,0.08,0,0.01,0.01,0.11
Digimon Digital Card Battle,1999,0.06,0.04,0,0.01,0.11
Petz Fashion: Dogz & Catz,2009,0.1,0,0,0.01,0.11
